@relation 'Stu Activity-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0'

@attribute Student_ID numeric
@attribute College_ID {CLG0030,CLG0061,CLG0036,CLG0055,CLG0004,CLG0015,CLG0071,CLG0096,CLG0097,CLG0057,CLG0063,CLG0077,CLG0064,CLG0017,CLG0053,CLG0040,CLG0070,CLG0050,CLG0068,CLG0072,CLG0034,CLG0087,CLG0073,CLG0024,CLG0008,CLG0025,CLG0018,CLG0014,CLG0006,CLG0082,CLG0090,CLG0075,CLG0094,CLG0089,CLG0016,CLG0076,CLG0047,CLG0054,CLG0058,CLG0100,CLG0046,CLG0001,CLG0041,CLG0093,CLG0027,CLG0062,CLG0081,CLG0028,CLG0020,CLG0051,CLG0069,CLG0088,CLG0038,CLG0029,CLG0035,CLG0019,CLG0005,CLG0026,CLG0066,CLG0045,CLG0043,CLG0074,CLG0048,CLG0012,CLG0099,CLG0011,CLG0091,CLG0083,CLG0080,CLG0044,CLG0059,CLG0031,CLG0039,CLG0065,CLG0079,CLG0095,CLG0085,CLG0033,CLG0007,CLG0037,CLG0032,CLG0049,CLG0056,CLG0084,CLG0067,CLG0098,CLG0042,CLG0021,CLG0009,CLG0010,CLG0078,CLG0013,CLG0003,CLG0092,CLG0086,CLG0023,CLG0022,CLG0060,CLG0002}
@attribute IQ numeric
@attribute Prev_Sem_Result numeric
@attribute CGPA numeric
@attribute Academic_Performance numeric
@attribute Internship_Experience {No,Yes}
@attribute Extra_Curricular_Score numeric
@attribute Communication_Skills numeric
@attribute Projects_Completed numeric
@attribute Placement {No,Yes}

@data
0.169169,CLG0007,0.349057,0.399598,0.363322,1,Yes,0.5,0.555556,0.4,No
0.17017,CLG0036,0.330189,0.190763,0.264706,0.777778,Yes,0.2,0.555556,0.2,No
0.171171,CLG0025,0.339623,0.269076,0.235294,0,No,0.4,0.555556,0.4,No
0.172172,CLG0085,0.443396,0.855422,0.891003,0.444444,No,0.8,0.444444,0.6,No
0.173173,CLG0037,0.509434,0.572289,0.629758,0.444444,No,0.6,0.111111,0.6,?
0.174174,CLG0012,0.5,0.455823,0.487889,0.111111,Yes,0.7,0,0.6,No
0.175175,CLG0032,0.575472,0.148594,0.256055,0.444444,Yes,0.8,0.444444,0.4,No
0.176176,CLG0049,0.462264,0.449799,0.527682,0.777778,Yes,0.5,0.777778,0.2,No
0.177177,CLG0038,0.660377,0.277108,0.269896,1,Yes,0.4,1,0.2,No
0.178178,CLG0056,0.424528,0.945783,0.948097,0.666667,No,0.9,0.444444,0.4,No
0.179179,CLG0080,0.839623,0.885542,0.782007,0.111111,No,0.4,0.222222,1,Yes
0.18018,CLG0065,0.54717,0.082329,0.128028,0.555556,Yes,0.4,0.222222,0.6,No
0.181181,CLG0026,0.339623,0.516064,0.527682,1,No,0.3,0.111111,0.4,No
0.182182,CLG0057,0.301887,0.2249,0.302768,0,No,0.1,0.666667,0.4,No
0.183183,CLG0014,0.528302,0.409639,0.344291,1,No,0.6,0.111111,0.8,No
0.184184,CLG0056,0.424528,0.87751,0.792388,1,Yes,0.6,0.555556,0.8,No
0.185185,CLG0070,0.556604,0.528112,0.546713,0.222222,Yes,0.7,0.777778,0,No
0.186186,CLG0041,0.528302,0.333333,0.33564,0.555556,No,0.7,0.777778,0,No
0.187187,CLG0051,0.443396,0.206827,0.299308,0.888889,Yes,1,0.111111,0.4,No
0.188188,CLG0084,0.339623,0.801205,0.788927,0,No,0.7,0.555556,0.8,No
0.189189,CLG0067,0.245283,0.624498,0.564014,0.555556,Yes,0.8,0.222222,0.6,No
0.19019,CLG0012,0.396226,0.467871,0.415225,0.111111,Yes,0.5,0.888889,0,No
0.191191,CLG0097,0.575472,0.216867,0.282007,0.888889,Yes,0.3,0.222222,0.6,No
0.192192,CLG0049,0.490566,?,0.351211,0.111111,Yes,0.1,0,0.6,No
0.193193,CLG0001,0.283019,0.961847,0.844291,0.222222,No,0.4,0.888889,0,No
0.194194,CLG0019,0.481132,0.52008,0.491349,0.111111,Yes,0.5,0.777778,1,No
0.195195,CLG0066,0.509434,0.399598,0.382353,0.333333,Yes,0.6,0.111111,0.4,No
0.196196,CLG0058,0.330189,0.522088,0.455017,0.333333,No,0.5,1,0.8,No
0.197197,CLG0087,0.481132,0.779116,0.752595,1,Yes,0.3,1,0,No
0.198198,CLG0072,0.462264,0.339357,0.410035,0,Yes,0.3,0.222222,0.2,No
0.199199,CLG0098,0.292453,0.176707,0.238754,0.777778,Yes,0.6,0.666667,0.2,No
0.2002,CLG0004,0.509434,0.584337,0.633218,0.444444,Yes,0,0.555556,0.6,No
0.201201,CLG0008,0.537736,0.666667,0.583045,0.777778,No,0.2,0.777778,0.2,No
0.202202,CLG0027,0.613208,0.712851,0.676471,0.555556,Yes,0.9,1,0.6,Yes
0.203203,CLG0026,0.603774,0.883534,0.852941,0.111111,No,0.1,0.444444,1,Yes
0.204204,CLG0097,0.264151,0.371486,0.423875,0.666667,No,0.1,0.444444,1,No
0.205205,CLG0043,0.320755,0.074297,0.17128,1,No,0.6,0.111111,1,No
0.206206,CLG0040,0.528302,0.959839,0.939446,0.888889,No,0.4,0.555556,1,No
0.207207,CLG0050,0.528302,0.435743,0.474048,0.666667,Yes,0.2,0.444444,1,No
0.208208,CLG0067,0.528302,0.624498,0.539792,0.444444,No,0.8,0.888889,0.8,No
0.209209,CLG0073,1,0.666667,0.681661,0.333333,No,0.8,0.222222,0,No
0.21021,CLG0074,0.537736,0.546185,0.581315,?,No,0.2,0.444444,0,No
0.211211,CLG0029,0.622642,0.204819,0.33391,0.555556,No,0.1,0.222222,0.8,No
0.212212,CLG0085,0.59434,0.757028,0.757785,0.444444,Yes,0.2,0.888889,0.6,Yes
0.213213,CLG0042,0.54717,0.805221,0.799308,0.666667,Yes,0.8,0.888889,1,Yes
0.214214,CLG0018,0.415094,0.552209,0.550173,0.222222,Yes,0.7,1,0.4,No
0.215215,CLG0081,0.566038,0.487952,0.557093,0.888889,No,0.2,0.666667,0.2,No
0.216216,CLG0021,0.349057,0.11245,0.256055,0.333333,No,0.3,0,1,No
0.217217,CLG0067,0.424528,0.082329,0.192042,0.333333,No,0.4,0.888889,0.8,No
0.218218,CLG0062,0.386792,0.339357,0.384083,0.777778,No,0.3,0.888889,0.2,No
0.219219,CLG0027,0.471698,0.309237,0.266436,0.555556,Yes,1,1,0.4,No
0.22022,CLG0096,0.783019,0.955823,0.935986,0,Yes,0.1,0.444444,0.6,Yes
0.221221,CLG0093,0.188679,0.785141,0.785467,?,No,1,0.111111,1,No
0.222222,CLG0047,0.556604,0.660643,0.690311,0.888889,No,0.8,0,0.2,No
0.223223,CLG0093,0.226415,0.518072,0.453287,0.555556,No,0.1,0.111111,0.6,No
0.224224,CLG0026,0.386792,0.166667,0.242215,0.666667,Yes,0.4,0.333333,1,No
0.225225,CLG0009,0.613208,0.97992,0.882353,0.888889,No,1,0.333333,0.4,Yes
0.226226,CLG0091,0.462264,0.375502,0.441176,0.222222,Yes,0.8,0,0.6,No
0.227227,CLG0012,0.301887,0.104418,0.117647,0.444444,Yes,0.7,0.777778,0.4,No
0.228228,CLG0016,0.358491,0.493976,0.529412,0.444444,Yes,0,1,0,No
0.229229,CLG0047,0.556604,0.875502,0.790657,1,No,0.2,0.777778,0.2,No
0.23023,CLG0056,0.358491,0.889558,0.754325,0.666667,Yes,0.9,0.777778,0.2,No
0.231231,CLG0066,0.490566,0.008032,0.102076,0.111111,Yes,0.8,0.444444,0.4,No
0.232232,CLG0051,0.462264,0.88755,0.769896,0.333333,No,0.2,1,0.4,Yes
0.233233,CLG0027,0.367925,0.271084,0.33391,0.333333,No,1,0.111111,0.8,No
0.234234,CLG0073,0.764151,0.036145,0.178201,0.777778,Yes,0.3,0.333333,0.4,No
0.235235,CLG0066,0.54717,0.849398,0.885813,1,Yes,0.2,0,0.4,No
0.236236,CLG0062,0.169811,0.865462,0.773356,0.222222,No,0.6,1,0.6,Yes
0.237237,CLG0071,0.481132,0.596386,0.640138,0.111111,No,0.8,0,0.6,No
0.238238,CLG0008,0.367925,0.574297,0.541522,0.888889,No,?,1,0.2,No
0.239239,CLG0038,0.575472,0.815261,0.844291,0.333333,No,0.8,0.222222,0.6,Yes
0.24024,CLG0006,0.349057,0.787149,0.801038,0.888889,Yes,0.1,0.333333,0.6,No
0.241241,CLG0059,0.443396,0.891566,0.766436,0.555556,No,0.1,0.222222,0.2,No
0.242242,CLG0019,0.528302,0.552209,0.532872,0,No,0.8,0.222222,1,No
0.243243,CLG0079,0.575472,0.96988,0.880623,0.222222,No,0.6,0.777778,0,Yes
0.244244,CLG0056,0.283019,0.997992,0.982699,0.666667,No,0.4,0.333333,0.8,?
0.245245,CLG0028,0.40566,0.114458,0.155709,0.888889,Yes,0.4,0.222222,0.6,No
0.246246,CLG0094,0.386792,0.851406,0.83737,?,Yes,0.8,0.888889,0,No
0.247247,CLG0091,0.367925,0.5,0.520761,0.444444,Yes,1,0,0.8,No
0.248248,CLG0010,0.707547,0.38755,0.489619,0.777778,Yes,0.3,0.777778,0.2,No
0.249249,CLG0045,0.518868,0.614458,?,0.111111,No,1,0.444444,0.6,No
0.25025,CLG0095,0.283019,0.054217,0.107266,0.222222,No,0,0.777778,1,No
0.251251,CLG0065,0.584906,0.506024,0.546713,0.777778,No,0.5,1,0.6,Yes
0.252252,CLG0050,0.754717,0.871486,0.880623,0.888889,Yes,0.2,0.222222,0.4,Yes
0.253253,CLG0032,0.603774,0.212851,0.32526,1,No,0.1,0.555556,0.6,No
0.254254,CLG0061,0.245283,0.425703,0.365052,0.777778,Yes,0.3,0.666667,0.6,No
0.255255,CLG0016,0.386792,0.941767,0.849481,0.333333,Yes,0.8,0.777778,0,No
0.256256,CLG0006,0.641509,0.427711,0.410035,0.555556,No,0.7,0.666667,0,No
0.257257,CLG0066,0.358491,0.35743,0.368512,0.444444,Yes,0.6,0.666667,0.6,No
0.258258,CLG0062,0.518868,0.439759,0.394464,0.333333,No,0.1,0.111111,1,No
0.259259,CLG0066,0.566038,0.52008,0.520761,0.888889,Yes,0,0.222222,0.8,No
0.26026,CLG0067,0.330189,0.63253,0.645329,1,No,0.6,0.555556,0.2,No
0.261261,CLG0019,0.45283,0.801205,0.762976,0.222222,No,0.9,0.222222,1,No
0.262262,CLG0004,0,0.451807,0.491349,0,No,0.4,0.888889,0,No
0.263263,CLG0043,0.311321,0.819277,0.704152,0.666667,No,1,0.888889,1,Yes
0.264264,CLG0018,0.424528,0.534137,0.598616,1,Yes,0.7,0.555556,1,No
