@relation 'Stu Performance-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0'

@attribute Student_ID numeric
@attribute Hours_Studied numeric
@attribute Attendance numeric
@attribute Parental_Involvement {Low,Medium,High}
@attribute Access_to_Resources {High,Medium,Low}
@attribute Extracurricular_Activities {No,Yes}
@attribute Sleep_Hours numeric
@attribute Previous_Scores numeric
@attribute Motivation_Level {Low,Medium,High}
@attribute Internet_Access {Yes,No}
@attribute Tutoring_Sessions numeric
@attribute Family_Income {Low,Medium,High}
@attribute Teacher_Quality {Medium,High,Low}
@attribute School_Type {Public,Private}
@attribute Peer_Influence {Positive,Negative,Neutral}
@attribute Physical_Activity numeric
@attribute Learning_Disabilities {No,Yes}
@attribute Parental_Education_Level {'High School',College,Postgraduate}
@attribute Distance_from_Home {Near,Moderate,Far}
@attribute Gender {Male,Female}
@attribute Exam_Score numeric
@attribute Academic_Performance numeric

@data
0.058058,0.5,0.125,High,Low,No,0.666667,0.64,Medium,Yes,0.333333,Medium,High,Public,Positive,0.166667,No,Postgraduate,Near,Female,0.190476,5
0.059059,0.595238,0.775,Medium,Low,Yes,0.666667,0.42,Medium,Yes,0,Low,Medium,Private,Neutral,0.5,No,'High School',Moderate,Male,0.238095,2
0.06006,0.380952,0.675,Medium,Medium,Yes,0.5,0.92,Medium,Yes,0.166667,High,Medium,Public,Negative,0.833333,No,Postgraduate,Near,Female,0.285714,6
0.061061,0.428571,0.125,Medium,Medium,Yes,1,0.32,Low,Yes,0,Low,Medium,Public,Positive,0.5,No,'High School',Moderate,Male,0.095238,7
0.062062,0.285714,0.7,Low,High,Yes,0.833333,0.76,High,Yes,0.333333,Low,High,Private,Negative,0.666667,No,Postgraduate,Far,Male,0.238095,1
0.063063,0.285714,0.45,Medium,High,Yes,0.833333,0.92,High,Yes,0.333333,Low,Medium,Public,Neutral,0.5,No,College,Moderate,Male,0.214286,3
0.064064,0.571429,0.95,Low,High,Yes,0.666667,0.12,Medium,No,0,Medium,High,Private,Neutral,0.5,No,Postgraduate,Near,Male,0.309524,4
0.065065,0.642857,0.15,Medium,High,Yes,0.666667,0.94,Medium,Yes,0,Medium,Medium,Public,Neutral,0.333333,No,'High School',Near,Male,0.238095,2
0.066066,0.452381,0.65,Medium,Medium,Yes,0.666667,0.78,Medium,Yes,0.166667,Low,Medium,Public,Negative,0.5,No,Postgraduate,Near,Male,0.261905,10
0.067067,0.595238,0.375,Low,High,Yes,0,0.62,High,Yes,0.5,Medium,High,Private,Positive,0.333333,No,'High School',Moderate,Male,0.285714,5
0.068068,0.5,0.95,Medium,High,No,0.166667,0.38,Low,No,0.166667,Low,High,Public,Negative,0.666667,No,'High School',Moderate,Female,0.261905,4
0.069069,0.357143,0.325,Medium,Medium,No,0.5,0.9,Medium,Yes,0.166667,Low,Medium,Public,Positive,0.666667,No,'High School',Near,Male,0.166667,2
0.07007,0.5,0.95,Medium,Low,Yes,0.5,0.04,Medium,No,0.5,Medium,Medium,Public,Positive,0.5,No,College,Near,Female,0.285714,1
0.071071,0.666667,0.9,Medium,Medium,Yes,0.5,0.44,Medium,Yes,0.166667,Low,Medium,Public,Positive,0.5,No,'High School',Moderate,Male,0.309524,8
0.072072,0.452381,0.275,Medium,Medium,Yes,0.5,0.76,Medium,Yes,0.166667,Low,Low,Public,Neutral,0.666667,No,College,Near,Female,0.166667,2
0.073073,0.666667,0.8,Low,Medium,No,0,0.82,Medium,Yes,0.333333,Medium,Medium,Public,Negative,0.166667,No,Postgraduate,Near,Female,0.333333,4
0.074074,0.071429,1,High,High,Yes,0.666667,0.2,High,Yes,0,Medium,High,Private,Positive,0.666667,No,College,Moderate,Male,0.261905,10
0.075075,0.571429,0.25,Medium,Medium,No,0.5,0.04,Medium,Yes,0.166667,Medium,Medium,Public,Positive,0.5,No,Postgraduate,Near,Female,0.190476,5
0.076076,0.47619,0.425,Low,Medium,Yes,0.5,0.8,Medium,Yes,0.666667,Medium,Medium,Private,Neutral,0.5,No,Postgraduate,Moderate,Male,0.238095,2
0.077077,0.404762,0.525,High,Low,Yes,0.666667,0.42,Medium,Yes,0,Medium,Medium,Public,Neutral,0.5,No,'High School',Moderate,Female,0.166667,10
0.078078,0.47619,0.3,Medium,Medium,Yes,0.166667,0.14,Medium,Yes,0.166667,High,Medium,Public,Neutral,0.833333,Yes,College,Moderate,Male,0.142857,9
0.079079,0.166667,0.025,Medium,Medium,Yes,0.5,0.08,Medium,Yes,0.166667,High,Medium,Public,Positive,0.5,No,College,Near,Male,0.047619,2
0.08008,0.428571,0.225,Medium,High,Yes,0.5,0.64,High,Yes,0.166667,Low,Medium,Public,Negative,0.333333,No,'High School',Near,Male,0.166667,6
0.081081,0.5,0.275,High,Medium,No,0.333333,0.58,High,Yes,0.166667,Low,Low,Public,Positive,0.5,No,'High School',Near,Male,0.190476,7
0.082082,0.666667,0.45,High,High,Yes,0,0.86,Low,Yes,0.833333,Medium,High,Public,Neutral,0.5,No,College,Near,Male,0.380952,6
0.083083,0.380952,0.175,Medium,Medium,Yes,0.166667,0.04,High,Yes,0.333333,Medium,Medium,Private,Negative,0.5,No,'High School',Far,Female,0.095238,4
0.084084,0.333333,0.875,Medium,Medium,No,0.5,0.86,Medium,Yes,0.333333,Low,Medium,Public,Positive,0.666667,No,College,Moderate,Male,0.285714,1
0.085085,0.380952,0.7,Medium,High,Yes,0.5,0.88,Low,Yes,0,Medium,Medium,Public,Neutral,0.5,No,'High School',Near,Male,0.261905,2
0.086086,0.571429,0.075,Medium,High,Yes,0.5,0.44,Medium,Yes,0.5,Medium,High,Private,Negative,0.666667,No,College,Far,Male,0.214286,10
0.087087,0.5,0.65,Low,Low,No,0.333333,0.08,Medium,Yes,0.252798,Medium,Medium,Public,Neutral,0,No,'High School',Moderate,Male,0.142857,10
0.088088,0.380952,0.65,Medium,High,No,0.166667,0.94,High,Yes,0.5,High,Medium,Public,Neutral,0.5,No,College,Near,Male,0.309524,6
0.089089,0.52381,0.95,Medium,Low,Yes,0.5,0.08,Low,Yes,0,Medium,Medium,Public,Negative,0.5,No,College,Near,Female,0.238095,8
0.09009,0.47619,0,High,Medium,No,0.5,0.6,Medium,Yes,0,Medium,High,Public,Positive,0.666667,Yes,College,Near,Male,0.142857,3
0.091091,0.595238,0.25,Medium,Low,Yes,0.666667,0.5,Medium,Yes,0.166667,Medium,Low,Private,Neutral,0.666667,Yes,'High School',Far,Female,0.119048,7
0.092092,0.357143,0.925,Medium,Medium,Yes,0.333333,0.84,Low,Yes,0,High,Medium,Private,Positive,0.666667,No,College,Near,Male,0.309524,9
0.093093,0.404762,0.925,High,Medium,Yes,0,0.5,Low,Yes,0,Low,Medium,Public,Positive,0.5,No,'High School',Moderate,Male,0.261905,4
0.094094,0.404762,0.725,High,Medium,Yes,0,0.46,Medium,Yes,0.5,High,Medium,Private,Positive,0.333333,No,College,Near,Female,1,7
0.095095,0.238095,0.775,Medium,Medium,No,0.333333,0.88,Medium,Yes,0.5,Medium,Medium,Public,Neutral,0.5,No,College,Moderate,Male,0.238095,7
0.096096,0.5,0.1,Low,Medium,No,0.5,0.96,Low,No,0.166667,Medium,Medium,Public,Negative,0.5,No,'High School',Near,Male,0.095238,10
0.097097,0.5,0.525,Medium,Medium,Yes,0.5,0.54,Low,Yes,0.333333,Medium,Medium,Public,Positive,0.5,No,Postgraduate,Far,Female,0.238095,9
0.098098,0.452381,0.225,High,High,Yes,0.333333,0.46,Medium,Yes,0.333333,Low,Medium,Private,Positive,0.5,No,'High School',Far,Male,0.190476,3
0.099099,0.428571,0.175,Low,Medium,No,0.166667,0.84,High,Yes,0,Medium,Medium,Public,Positive,0.5,No,College,Near,Male,0.142857,1
0.1001,0.261905,0.8,Medium,Medium,No,0,0.84,Medium,Yes,0.333333,Medium,High,Public,Neutral,0.5,Yes,'High School',Moderate,Male,0.214286,8
0.101101,0.380952,0.125,Medium,High,Yes,0.666667,0.32,Medium,Yes,0.166667,High,High,Public,Neutral,0.666667,Yes,Postgraduate,Moderate,Female,0.166667,4
0.102102,0.404762,0.475,Medium,Medium,Yes,0.5,0.58,Medium,Yes,0,Low,High,Private,Neutral,0.5,No,College,Far,Male,0.166667,2
0.103103,0.333333,0.95,High,Medium,No,0.333333,0.16,High,Yes,0,Low,High,Public,Positive,0.5,No,College,Near,Male,0.261905,5
0.104104,0.428571,0.175,Medium,Medium,No,0.166667,0.64,High,Yes,0.166667,Low,Low,Private,Negative,0.5,No,'High School',Near,Male,0.119048,4
0.105105,0.5,0.975,Medium,Low,Yes,0.333333,0.84,Low,Yes,0.5,Medium,Medium,Public,Negative,0.666667,No,Postgraduate,Moderate,Male,0.333333,1
0.106106,0.714286,1,Medium,Medium,No,0.5,0.18,Medium,Yes,0.333333,High,High,Public,Positive,0.833333,No,Postgraduate,Moderate,Male,0.428571,7
0.107107,0.47619,0.55,Medium,High,Yes,0.5,0.32,High,Yes,0.5,Low,Medium,Public,Positive,0.5,Yes,College,Near,Female,0.261905,4
0.108108,0.5,0.175,Medium,Medium,Yes,0.5,0.44,High,Yes,0.5,Low,High,Public,Positive,0.333333,No,Postgraduate,Moderate,Female,0.214286,8
0.109109,0.452381,0.325,High,Medium,Yes,0.833333,0.84,Medium,Yes,0.333333,Medium,High,Public,Positive,0.5,No,College,Near,Male,0.261905,9
0.11011,0.166667,0.425,High,Medium,Yes,0.333333,0.74,Medium,Yes,0,Low,Medium,Public,Neutral,0.333333,No,'High School',Moderate,Male,0.119048,8
0.111111,0.452381,0.3,Medium,Medium,No,0.833333,0.32,Medium,Yes,0.5,Low,High,Private,Positive,0.5,No,Postgraduate,Near,Male,0.214286,1
0.112112,0.452381,0.275,Low,High,Yes,0.5,0.24,High,Yes,0.333333,Medium,Medium,Public,Negative,0.833333,No,College,Near,Male,0.190476,8
0.113113,0.809524,0.975,High,High,Yes,0.5,0.7,Low,Yes,0.333333,Medium,High,Private,Neutral,0.333333,No,Postgraduate,Near,Female,0.5,5
0.114114,0.428571,0.15,Medium,Medium,No,0.666667,0.48,Medium,Yes,0.166667,High,Medium,Public,Neutral,0.5,No,'High School',Near,Female,0.142857,1
0.115115,0.5,0.725,High,High,Yes,0.333333,0.6,Medium,Yes,0.166667,High,High,Public,Positive,0.5,No,'High School',Near,Female,0.357143,9
0.116116,0.452381,0,Low,High,No,0.5,0.64,High,Yes,0.333333,Low,High,Public,Positive,0.666667,Yes,'High School',Near,Male,0.119048,9
0.117117,0.285714,0.6,Medium,Medium,No,0.166667,0.56,Medium,Yes,0.166667,Low,High,Public,Positive,0.333333,No,'High School',Near,Male,0.166667,7
0.118118,0.619048,0.925,Low,High,Yes,0.666667,0.62,Medium,Yes,0,High,Medium,Public,Positive,0.833333,No,'High School',Near,Male,0.357143,7
0.119119,0.571429,0.3,High,High,Yes,0.666667,0.88,Low,Yes,0.333333,Low,Medium,Private,Positive,0.666667,No,College,Moderate,Female,0.285714,1
0.12012,0.571429,0.175,High,Medium,No,0.833333,0.86,High,Yes,0.333333,Medium,High,Public,Positive,0.5,Yes,'High School',Near,Female,0.238095,9
0.121121,0.333333,0.65,Medium,Medium,Yes,0.5,0.14,Medium,Yes,0.166667,Medium,Medium,Public,Negative,0.5,No,College,Near,Male,0.166667,1
0.122122,0.642857,0.725,Low,High,Yes,0.833333,0.58,High,Yes,0,Low,Medium,Private,Positive,0.166667,No,College,Moderate,Female,0.309524,7
0.123123,0.261905,0.7,Low,Medium,No,0.333333,0.44,Low,Yes,0.333333,Medium,Medium,Public,Positive,0.333333,No,College,Far,Male,0.142857,9
0.124124,0.547619,0.325,Medium,High,Yes,0.666667,0.28,Medium,Yes,0.666667,High,Medium,Private,Neutral,0.5,Yes,College,Moderate,Male,0.238095,9
0.125125,0.761905,0.25,Medium,Medium,Yes,0.333333,0.64,Low,Yes,0.166667,Low,High,Public,Neutral,0.666667,No,College,Near,Male,0.261905,5
0.126126,0.309524,0.95,Medium,Medium,No,0.5,0.52,Medium,Yes,0,Medium,High,Private,Positive,0.666667,No,College,Moderate,Female,0.261905,6
0.127127,0.380952,0.925,Medium,Medium,No,0.666667,0.78,Medium,Yes,0.166667,Low,Medium,Public,Neutral,0.666667,No,'High School',Far,Male,0.261905,2
0.128128,0.47619,0.45,Medium,Medium,Yes,1,0.1,Medium,Yes,0.166667,High,Low,Private,Positive,0.333333,No,College,Near,Male,0.214286,2
0.129129,0.380952,0.85,Low,Medium,Yes,0.666667,0.3,Low,Yes,0.666667,Medium,Medium,Public,Neutral,1,No,'High School',Far,Female,0.238095,10
0.13013,0.238095,0.45,Medium,High,Yes,0.666667,0.02,Medium,Yes,0.333333,Low,Medium,Public,Neutral,0.5,No,Postgraduate,Near,Male,0.142857,9
0.131131,0.452381,0.425,Medium,Medium,No,0.333333,0.74,Low,Yes,0,Low,High,Public,Positive,0.666667,No,'High School',Near,Female,0.190476,1
0.132132,0.309524,0.15,High,Low,No,0.5,0.92,Medium,Yes,0.5,Medium,High,Public,Negative,0.5,No,'High School',Near,Male,0.119048,10
0.133133,0.52381,0.425,Medium,Medium,Yes,0.5,0.58,Medium,Yes,0,Low,High,Public,Neutral,0.333333,No,'High School',Moderate,Male,0.190476,5
0.134134,0.309524,0.525,Medium,Medium,No,0.833333,0.62,Medium,Yes,0.166667,Low,High,Private,Negative,0.5,No,Postgraduate,Near,Female,0.190476,7
0.135135,0.666667,0.025,Medium,High,Yes,0.5,0.04,Low,Yes,0.5,Low,Medium,Private,Positive,0.5,No,College,Near,Female,0.214286,10
0.136136,0.333333,0.45,High,High,No,0.833333,0.5,Low,Yes,0.166667,Low,Medium,Public,Negative,0.166667,No,'High School',Near,Male,0.166667,6
0.137137,0.404762,0.775,Low,Medium,Yes,0.166667,0.52,Medium,Yes,0.166667,Medium,Medium,Public,Neutral,0.5,No,'High School',Near,Female,0.238095,6
0.138138,0.571429,0.675,Medium,Low,No,0.833333,0.04,High,Yes,0.166667,Low,High,Private,Positive,0.333333,No,'High School',Near,Male,0.238095,6
0.139139,0.285714,0.625,High,Medium,No,0.333333,0.78,Medium,Yes,0,High,Medium,Private,Neutral,0.166667,Yes,'High School',Near,Male,0.166667,8
0.14014,0.47619,0.9,Medium,Medium,No,0.666667,0.28,High,Yes,0.333333,Medium,High,Public,Neutral,0,No,College,Near,Male,0.309524,7
0.141141,0.642857,0.025,Medium,High,No,0.333333,0.72,High,Yes,0.166667,Low,Medium,Private,Negative,0.5,Yes,Postgraduate,Far,Male,0.166667,5
0.142142,0.214286,0.55,Medium,Low,No,0.666667,0.4,Medium,Yes,0.5,Low,High,Public,Positive,0.166667,Yes,Postgraduate,Near,Female,0.142857,10
0.143143,0.47619,0.775,High,Medium,No,0.333333,1,Medium,Yes,0,High,Medium,Private,Neutral,0.333333,No,Postgraduate,Near,Female,0.333333,2
0.144144,0.5,0.55,Medium,Medium,No,0.833333,0.22,Medium,Yes,0.333333,Low,Medium,Public,Negative,0.333333,Yes,'High School',Near,Female,0.166667,10
0.145145,0.571429,0.325,Medium,High,No,0.666667,0.06,High,No,0,Low,High,Private,Negative,0.833333,No,Postgraduate,Near,Female,0.190476,6
0.146146,0.285714,0.125,Low,High,No,0.333333,0.98,Medium,Yes,0,Low,Medium,Private,Negative,0.666667,No,'High School',Near,Male,0.071429,10
0.147147,0.261905,0.495779,Low,High,Yes,0.666667,0.24,Medium,Yes,0.333333,Medium,High,Public,Negative,0.5,No,College,Near,Female,0.238095,5
0.148148,0.52381,0.475,High,High,Yes,0.666667,0.64,Low,Yes,0.5,Medium,Medium,Public,Negative,0.5,Yes,Postgraduate,Moderate,Female,0.261905,4
0.149149,0.5,0.875,Medium,High,Yes,0.333333,0.38,Medium,Yes,0.166667,Low,Medium,Public,Positive,0.5,No,College,Near,Female,0.333333,10
0.15015,0.5,0.575,Medium,High,Yes,0.166667,0.64,Medium,Yes,0.333333,Low,High,Public,Positive,0.5,No,Postgraduate,Near,Female,0.309524,5
0.151151,0.5,0.675,High,High,No,0.166667,0.6,Low,Yes,0.333333,Low,High,Public,Negative,0.5,No,'High School',Near,Female,0.285714,9
0.152152,0.357143,0.8,Medium,High,Yes,0.166667,0.7,Low,Yes,0.166667,Low,Medium,Public,Neutral,0.333333,No,'High School',Moderate,Male,0.238095,2
0.153153,0.47619,0.65,Low,Medium,Yes,0.166667,0.02,Medium,Yes,0.333333,Low,High,Public,Positive,0.333333,No,'High School',Moderate,Female,0.214286,6
0.154154,0.5,0.4,Medium,Medium,Yes,0.666667,0.84,Medium,Yes,0.166667,Low,High,Public,Neutral,0.666667,No,'High School',Near,Female,0.238095,9
0.155155,0.357143,0.525,Medium,Medium,Yes,0.666667,0.48,Medium,Yes,0.5,Medium,Medium,Public,Positive,0.333333,No,Postgraduate,Near,Female,0.238095,10
0.156156,0.714286,0.8,Medium,Medium,Yes,0,0.52,Medium,Yes,0.333333,Medium,High,Public,Positive,0.666667,Yes,'High School',Far,Male,0.333333,5
0.157157,0.52381,0.375,Low,High,No,0.333333,0.42,Low,Yes,0,Medium,Medium,Public,Neutral,0.333333,No,College,Near,Male,0.166667,6
0.158158,0.285714,0.4,Medium,High,No,0.166667,0.98,Low,Yes,0.333333,Medium,Medium,Private,Positive,0.666667,No,'High School',Near,Female,0.190476,10
